wine_id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol
3380,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5
3381,6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8
3382,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5
3383,5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8
3384,9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6
3385,6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8
3386,4.5,0.19,0.21,0.95,0.033,89,159,0.99332,3.34,0.42,8
3387,7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5
3388,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1
3389,6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3
3390,8,0.66,0.72,17.55,0.042,62,233,0.9999,2.92,0.68,9.4
3391,7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9
3392,6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7
3393,8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11
3394,6.1,0.24,0.32,9,0.031,41,134,0.99234,3.25,0.26,12.3
3395,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1
3396,5.8,0.22,0.29,0.9,0.034,34,89,0.98936,3.14,0.36,11.1
3397,7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2
3398,6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5
3399,6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9
3400,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6
3401,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5
3402,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9
3403,7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9
3404,6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2
3405,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1
3406,7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6
3407,6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3
3408,7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4
3409,6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9
3410,7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1
3411,6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9
3412,6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3
3413,6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2
3414,7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8
3415,7.4,0.24,0.26,1.6,0.058,53,150,0.9936,3.18,0.5,9.9
3416,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8
3417,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4
3418,8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10
3419,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1
3420,8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7
3421,6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4
3422,8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3
3423,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9
3424,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3
3425,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7
3426,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6
3427,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4
3428,5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4
3429,5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5
3430,6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10
3431,7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7
3432,6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11
3433,5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9
3434,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11
3435,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1
3436,6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4
3437,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4
3438,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5
3439,6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8
3440,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6
3441,7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13
3442,6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4
3443,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11
3444,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4
3445,9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2
3446,6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3
3447,7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2
3448,5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6
3449,6.7,0.23,0.39,2.5,0.172,63,158,0.9937,3.11,0.36,9.4
3450,6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3
3451,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7
3452,6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5
3453,7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2
3454,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8
3455,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8
3456,6.2,0.43,0.49,6.4,0.045,12,115,0.9963,3.27,0.57,9
3457,6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3
3458,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9
3459,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7
3460,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8
3461,7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9
3462,6.2,0.22,0.3,12.4,0.054,108,152,0.99728000000000006,3.1,0.47,9.5
3463,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6
3464,6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8
3465,7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12
3466,5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8
3467,7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7
3468,6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6
3469,8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4
3470,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7
3471,6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5
3472,7.8,0.3,0.37,1.3,0.051,16,96,0.9941,3.32,0.62,10
3473,7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11
3474,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7
3475,7.8,0.15,0.24,7.7,0.047,21,98,0.9951,2.94,0.31,9.6
3476,7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5
3477,7.6,0.29,0.58,17.5,0.041,51,225,0.9997,3.16,0.66,9.5
3478,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1
3479,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8
3480,6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2
3481,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10
3482,8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4
3483,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2
3484,5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11
3485,7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6
3486,6.7,0.3,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9
3487,8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2
3488,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2
3489,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1
3490,5,0.2,0.4,1.9,0.015,20,98,0.9897,3.37,0.55,12.05
3491,6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8
3492,6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1
3493,8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1
3494,6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5
3495,8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12
3496,7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5
3497,6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5
3498,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4
3499,7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7
3500,7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2
3501,7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7
3502,5.2,0.28,0.29,1.1,0.028,18,69,0.99168,3.24,0.54,10
3503,5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6
3504,7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9
3505,6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2
3506,5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4
3507,6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4
3508,7.7,0.28,0.58,12.1,0.046,60,177,0.9983,3.08,0.46,8.9
3509,6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8
3510,6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3
3511,8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1
3512,7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5
3513,6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2
3514,6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1
3515,6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8
3516,7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6
3517,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4
3518,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2
3519,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2
3521,7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8
3522,7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6
3523,6.3,0.38,0.17,8.8,0.08,50,212,0.99803,3.47,0.66,9.4
3524,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8
3525,7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5
3526,8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2
3527,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12
3528,7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4
3529,7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7
3530,6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3
3531,6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2
3532,5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4
3533,6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.5333333333333
3534,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5
3535,7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3
3536,6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8
3537,6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5
3538,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1
3539,7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9
3540,5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2
3541,7,0.24,0.18,1.3,0.046,9,62,0.994,3.38,0.47,10.1
3542,7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4
3543,5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7
3544,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7
3545,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7
3546,6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6
3547,7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8
3548,6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4
3549,7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7
3550,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1
3551,6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3
3552,6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4
3553,6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8
3554,6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5
3555,6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9
3556,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9
3557,8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8
3558,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9
3559,6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1
3560,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7
3561,7,0.22,0.39,2.1,0.055,39,198,0.9951,3.52,0.54,10.2
3562,7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8
3563,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3
3564,7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4
3565,6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5
3566,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8
3567,6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2
3568,6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4
3569,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2
3570,6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5
3571,7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3
3572,6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5
3573,6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5
3574,6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5
3575,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8
3576,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7
3577,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.2666666666667
3578,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4
3579,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5
3580,6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11
3581,6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11
3582,8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6
3583,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2
3584,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9
3585,6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4
3586,7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5
3587,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9
3588,6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1
3589,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12
3590,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4
3591,6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4
3592,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13
3593,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10
3594,8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10
3595,7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7
3596,6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4
3597,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45
3598,6.2,0.28,0.43,13,0.039,64,233,0.99745,3.08,0.38,8.9
3599,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1
3600,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5
3601,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8
3603,7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12
3604,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9
3605,7.1,0.13,0.38,1.8,0.046,14,114,0.9925,3.32,0.9,11.7
3606,6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2
3607,6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6
3608,6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6
3609,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4
3610,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4
3611,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1
3612,5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4
3613,6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1
3614,7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9
3615,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2
3616,6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4
3617,8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6
3618,8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7
3619,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1
3620,5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3
3621,7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9
3622,7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4
3623,7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5
3624,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8
3625,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6
3626,7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8
3627,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9
3628,6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3
3629,6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12
3630,6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8
3631,6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2
3632,7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9
3633,7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2
3634,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1
3635,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4
3636,5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10
3637,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6
3638,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9
3639,7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10
3640,5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5
3641,6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10
3642,6.8,0.34,0.36,8.9,0.029,44,128,0.99318,3.28,0.35,11.95
3643,7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8
3644,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7
3645,8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5
3646,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9
3647,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3
3648,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5
3649,7.5,0.705,0.1,13,0.044,44,214,0.99741,3.1,0.5,9.1
3650,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9
3651,7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6
3652,5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9
3653,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4
3654,6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4
3655,5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9
3656,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8
3657,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4
3658,6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7
3659,9.1,0.27,0.32,1.1,0.031,15,151,0.9936,3.03,0.41,10.6
3660,7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5
3661,6.2,0.36,0.32,4,0.036,44,92,0.98936,3.2,0.5,13.3
3662,6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11
3663,7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1
3664,7.3,0.145,0.33,1.1,0.042,14,64,0.99012,3.1,0.37,11.8
3665,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2
3666,5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5
3667,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4
3668,5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5
3669,6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10
3670,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9
3671,5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5
3672,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10
3673,6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4
3674,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9
3675,6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2
3676,7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5
3677,7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4
3678,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6
3679,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6
3680,6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5
3681,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3
3682,9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3
3683,6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12
3684,8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5
3685,6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5
3686,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12
3687,5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7
3688,6.9,0.24,0.39,1.3,0.063,18,136,0.9928,3.31,0.48,10.4
3689,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3
3690,6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1
3691,6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3
3692,6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12
3693,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4
3694,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11
3695,6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3
3696,7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13
3698,6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1
3699,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5
3700,6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7
3701,7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1
3702,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7
3703,6.7,0.33,0.36,6.6,0.042,34,116,0.99123000000000006,2.97,0.31,12.2
