wine_id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality
2042,6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,6
2043,6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4,7
2044,6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,7
2045,6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,5
2046,6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,6
2047,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,6
2048,8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6
2049,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5
2050,6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,4
2051,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5
2052,7,0.22,0.39,2.1,0.055,39,198,0.9951,3.52,0.54,10.2,6
2053,7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6
2054,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5
2055,7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6
2056,6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7
2057,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
2058,6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2,7
2059,6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,6
2060,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7
2061,6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,7
2062,7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,5
2063,6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5,5
2064,6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,7
2065,6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,5
2066,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6
2067,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7
2068,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.2666666666667,7
2069,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7
2070,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7
2071,6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,6
2072,6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,6
2073,8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,6
2074,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6
2075,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6
2076,6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,5
2077,7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,7
2078,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
2079,6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,5
2080,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7
2081,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,5
2082,6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,4
2083,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
2084,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5
2085,8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6
2086,7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,5
2087,6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,6
2088,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6
2089,6.2,0.28,0.43,13,0.039,64,233,0.99745,3.08,0.38,8.9,5
2090,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6
2091,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
2092,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
2093,5.2,0.24,0.45,3.8,0.027,21,128,0.992,NA,0.49,11.2,8
2094,7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,6
2095,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6
2096,7.1,0.13,0.38,1.8,0.046,14,114,0.9925,3.32,0.9,11.7,6
2097,6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6
2098,6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7
2099,6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,6
2100,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5
2101,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5
2102,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5
2103,5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6
2104,6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6
2105,7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5
2106,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6
2107,6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,6
2108,8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6
2109,8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6
2110,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6
2111,5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,6
2112,7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5
2113,7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,8
2114,7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,7
2115,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5
2116,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5
2117,7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,6
2118,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6
2119,6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3,6
2120,6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,7
2121,6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,6
2122,6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,6
2123,7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,6
2124,7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6
2125,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8
2126,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6
2127,5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10,6
2128,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5
2129,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8
2130,7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,5
2131,5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,5
2132,6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5
2133,6.8,0.34,0.36,8.9,0.029,44,128,0.99318,3.28,0.35,11.95,7
2134,7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6
2135,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5
2136,8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4
2137,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7
2138,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7
2139,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6
2140,7.5,0.705,0.1,13,0.044,44,214,0.99741,3.1,0.5,9.1,5
2141,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6
2142,7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6
2143,5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,6
2144,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6
2145,6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,4
2146,5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5
2147,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
2148,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5
2149,6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6
2150,9.1,0.27,0.32,1.1,0.031,15,151,0.9936,3.03,0.41,10.6,5
2151,7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,6
2152,6.2,0.36,0.32,4,0.036,44,92,0.98936,3.2,0.5,13.3,7
2153,6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,6
2154,7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1,6
2155,7.3,0.145,0.33,1.1,0.042,14,64,0.99012,3.1,0.37,11.8,7
2156,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5
2157,5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5,5
2158,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5
2159,5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,6
2160,6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,6
2161,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6
2162,5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5,7
2163,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,6
2164,6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,4
2165,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6
2166,6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,6
2167,7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,6
2168,7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,6
2169,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6
2170,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,6
2171,6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,7
2172,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6
2173,9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,6
2174,6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,7
2175,8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,5
2176,6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,5
2177,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
2178,5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7,5
2179,6.9,0.24,0.39,1.3,0.063,18,136,0.9928,3.31,0.48,10.4,7
2180,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5
2181,6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,5
2182,6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,5
2183,6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,8
2184,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
2185,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5
2186,6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,7
2187,7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,6
2188,7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,-5
2189,6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,7
2190,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6
2191,6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,6
2192,7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6
2193,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8
2194,6.7,0.33,0.36,6.6,0.042,34,116,0.99123000000000006,2.97,0.31,12.2,8
2195,5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,5
2196,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7
2197,6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,5
2198,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7
2199,8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6
2200,6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,7
2201,6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6
2202,7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,5
2203,9.8,0.44,0.4,2.8,0.036,35,167,0.9956,2.97,0.39,9.2,5
2204,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,NA,0.53,11.4,6
2205,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
2206,5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7
2207,6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6
2208,6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6
2209,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7
2210,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6
2211,6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,7
2212,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
2213,6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,6
2214,5.2,0.285,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4,8
2215,6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6
2216,7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,5
2217,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7
2218,6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,7
2219,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5
2220,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6
2221,8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,7
2222,6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6
2223,6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7
2224,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6
2225,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,7
2226,8.5,0.26,0.21,16.2,0.074,41,197,0.998,3.02,0.5,9.8,3
2227,8,0.16,0.36,1.5,0.033,14,122,0.9941,3.2,0.39,10.3,4
2228,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
2229,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6
2230,6.2,0.34,0.29,7.6,0.047,45,232,0.9955,3.35,0.62,10,6
2231,6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,6
2232,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6
2233,6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,5
2234,6.5,0.19,0.1,1.3,0.046,23,107,0.9937,3.29,0.45,10,5
2235,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7
2236,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
2237,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6
2238,6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,6
2239,6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,6
2240,6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,7
2241,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
2242,6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5
2243,6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,6
2244,7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,7
2245,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5
2246,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6
2247,7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6
2248,6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5
2249,6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,6
2250,8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,4
2251,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5
2252,8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6
2253,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6
2254,7.4,0.18,0.34,2.7,0.03,30,107,0.992,2.97,0.53,11,6
2255,6.4,0.225,0.48,2.2,0.115,29,104,0.9918,3.24,0.58,12.1,6
2256,6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,7
2257,7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7
2258,6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8
2259,5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6
2260,8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6
2261,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7
2262,6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,6
2263,6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12,7
2264,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
2265,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6
2266,6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6
2267,5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9,5
2268,6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7
2269,7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6
2270,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5
2271,6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,5
2272,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6
2273,6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,8
2274,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6
2275,7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,8
2276,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6
2277,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5
2278,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7
2279,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5
2280,7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,7
2281,7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,6
2282,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
2283,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
2284,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7
2285,6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2,8
2286,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7
2287,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5
2288,6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12,6
2289,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7
2290,6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,5
2291,6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,6
2292,6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7
2293,6.8,0.705,0.25,3.2,0.048,10,57,0.996,3.36,0.52,9.5,4
2294,6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6
2295,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4
2296,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7
2297,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6
2298,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5
2299,6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,6
2300,6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,6
2301,6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6
2302,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.55,6
2303,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5
2304,7.2,0.21,0.34,11.9,0.043,37,213,0.9962,3.09,0.5,9.6,6
2305,6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9,5
2306,6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9,5
2307,6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,7
2308,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6
2309,7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,6
2310,6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,6
2311,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6
2312,6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,7
2313,7,0.36,0.14,11.6,0.043,35,228,0.9977,16,0.51,8.9,5
2314,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5
2315,7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,6
2316,6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,8
2317,6.3,0.34,0.19,5.8,0.041,22,145,0.9943,3.15,0.63,9.9,5
2318,6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6
2319,7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5
2320,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6
2321,5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,6
2322,6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5
2323,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6
2324,6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,6
2325,6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,5
2326,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5
2327,7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,6
2328,5.8,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5
2329,7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5
2330,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7
2331,7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,9
2332,7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4,5
2333,7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7
2334,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,5
2335,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6
2336,7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,7
2337,8.3,0.17,0.31,1.5,0.049,48,153,0.9942,3.12,0.58,9.4,6
2338,6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,5
2339,6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,5
2340,6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7
2341,7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7
2342,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5
2343,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
2344,5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6
2345,6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6
2346,6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,7
2347,8.4,0.23,0.49,7.8,0.035,22,95,0.9935,3.04,0.34,12,6
2348,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5
